MÊS,PRODUTO,REGIÃO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,COEF DE VARIAÇÃO REVENDA,MARGEM MÉDIA REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
jul.-18,GASOLINA COMUM,NORDESTE,5030,R$/l,4.497,204,3.999,5.139,472,45,4.025,117,3.611,4.485,29
jul.-18,GASOLINA COMUM,NORTE,1778,R$/l,4.490,355,3.850,5.479,496,79,3.994,202,3.590,4.558,51
jul.-18,GASOLINA COMUM,SUDESTE,11985,R$/l,4.496,325,3.649,5.599,448,72,4.048,285,2.990,4.825,70
jul.-18,GASOLINA COMUM,SUL,4467,R$/l,4.428,294,3.799,5.259,437,66,3.991,189,3.585,4.531,47
jul.-18,GLP,CENTRO OESTE,2046,R$/13kg,78.520,10.865,60.000,115.000,18.867,138,59.653,5.953,44.850,86.500,100
jul.-18,GLP,NORDESTE,3188,R$/13kg,66.498,6.414,50.000,90.000,16.937,96,49.561,5.938,32.000,64.520,120
jul.-18,GLP,NORTE,1906,R$/13kg,74.160,8.756,60.000,100.000,13.786,118,60.374,5.943,45.050,75.000,98
jul.-18,GLP,SUDESTE,7969,R$/13kg,67.024,6.263,50.000,99.000,17.967,93,49.057,5.105,30.000,73.000,104
jul.-18,GLP,SUL,4010,R$/13kg,68.732,6.072,48.000,90.000,19.458,88,49.274,6.366,33.157,70.000,129
jul.-18,GNV,CENTRO OESTE,11,R$/m3,2.586,66,2.499,2.699,733,26,1.853,0,1.853,1.853,0
jul.-18,GNV,NORDESTE,300,R$/m3,2.911,255,2.479,3.449,784,88,2.127,336,1.515,2.836,158
jul.-18,GNV,NORTE,2,R$/m3,3.090,0,3.090,3.090,605,0,2.485,0,2.485,2.485,0
jul.-18,GNV,SUDESTE,784,R$/m3,2.609,277,1.989,3.599,638,106,1.971,172,1.533,2.470,87
jul.-18,GNV,SUL,218,R$/m3,2.636,297,2.090,3.319,791,113,1.845,221,1.506,2.131,120
jul.-18,OLEO DIESEL,CENTRO OESTE,1500,R$/l,3.582,152,3.199,3.999,368,42,3.214,118,2.897,3.493,37
jul.-18,OLEO DIESEL,NORDESTE,2276,R$/l,3.407,133,3.120,3.910,276,39,3.131,79,2.877,3.510,25
jul.-18,OLEO DIESEL,NORTE,1286,R$/l,3.564,270,3.169,4.449,370,76,3.194,180,2.921,3.872,56
jul.-18,OLEO DIESEL,SUDESTE,6493,R$/l,3.350,159,2.935,4.299,330,47,3.020,123,2.620,3.842,41
jul.-18,OLEO DIESEL,SUL,2576,R$/l,3.229,135,2.890,3.969,327,42,2.902,76,2.740,3.146,26
jul.-18,OLEO DIESEL S10,CENTRO OESTE,1696,R$/l,3.657,158,3.299,4.330,388,43,3.269,102,2.990,3.553,31
jul.-18,OLEO DIESEL S10,NORDESTE,4365,R$/l,3.450,140,3.088,4.239,304,41,3.146,82,2.903,3.567,26
jul.-18,OLEO DIESEL S10,NORTE,1499,R$/l,3.594,297,3.200,4.565,352,83,3.242,222,2.934,4.068,68
jul.-18,OLEO DIESEL S10,SUDESTE,8969,R$/l,3.446,157,2.990,4.406,362,46,3.084,112,2.802,3.823,36
jul.-18,OLEO DIESEL S10,SUL,3651,R$/l,3.324,140,2.930,3.959,355,42,2.969,88,2.773,3.313,30
Aug-18,ETANOL HIDRATADO,CENTRO OESTE,2412,R$/l,2.743,268,2.342,3.670,419,98,2.324,245,2.020,3.038,105
Aug-18,ETANOL HIDRATADO,NORDESTE,4477,R$/l,3.446,207,2.890,4.299,509,60,2.937,193,1.970,3.450,66
Aug-18,ETANOL HIDRATADO,NORTE,753,R$/l,3.627,265,3.140,4.650,506,73,3.121,187,2.580,4.053,60
Aug-18,ETANOL HIDRATADO,SUDESTE,12654,R$/l,2.543,401,1.895,3.999,381,158,2.162,304,1.674,3.296,141
Aug-18,ETANOL HIDRATADO,SUL,3176,R$/l,2.772,560,2.170,4.799,375,202,2.397,435,2.002,3.661,181
Aug-18,GASOLINA COMUM,CENTRO OESTE,2436,R$/l,4.511,220,3.870,4.999,449,49,4.062,129,3.660,4.326,32
Aug-18,GASOLINA COMUM,NORDESTE,5284,R$/l,4.451,222,3.790,5.140,444,50,4.007,109,3.681,4.450,27
Aug-18,GASOLINA COMUM,NORTE,1670,R$/l,4.579,330,3.780,5.990,583,72,3.996,175,3.568,4.558,44
Aug-18,GASOLINA COMUM,SUDESTE,12798,R$/l,4.451,331,3.649,5.670,428,74,4.023,287,3.490,4.844,71
Aug-18,GASOLINA COMUM,SUL,4315,R$/l,4.350,295,3.669,5.490,404,68,3.946,206,3.500,4.545,52
Aug-18,GLP,CENTRO OESTE,2119,R$/13kg,77.959,11.351,59.000,115.000,19.389,146,58.570,6.855,44.850,86.500,117
Aug-18,GLP,NORDESTE,3566,R$/13kg,66.306,5.743,50.000,87.000,16.061,87,50.245,5.384,32.000,69.690,107
Aug-18,GLP,NORTE,1877,R$/13kg,74.774,8.541,60.000,100.000,14.380,114,60.394,5.815,43.000,85.000,96
Aug-18,GLP,SUDESTE,8745,R$/13kg,66.793,6.231,50.000,90.000,17.491,93,49.302,4.985,30.000,73.000,101
Aug-18,GLP,SUL,3900,R$/13kg,68.217,6.267,48.000,88.000,17.975,92,50.242,6.368,32.000,70.000,127
Aug-18,GNV,CENTRO OESTE,9,R$/m3,2.592,71,2.499,2.699,823,27,1.769,170,1.514,1.854,96
Aug-18,GNV,NORDESTE,278,R$/m3,2.948,264,2.599,3.569,833,90,2.115,335,1.515,2.836,158
Aug-18,GNV,NORTE,5,R$/m3,3.155,151,3.090,3.480,650,48,2.505,36,2.480,2.531,14
Aug-18,GNV,SUDESTE,825,R$/m3,2.697,323,1.989,3.970,700,120,1.997,184,1.700,2.633,92
Aug-18,GNV,SUL,175,R$/m3,2.832,236,2.099,3.490,1.014,83,1.818,173,1.554,2.107,95
Aug-18,OLEO DIESEL,CENTRO OESTE,1523,R$/l,3.554,158,3.189,3.999,331,44,3.223,102,2.940,3.493,32
Aug-18,OLEO DIESEL,NORDESTE,2359,R$/l,3.392,134,3.130,3.960,285,40,3.107,77,2.868,3.389,25
Aug-18,OLEO DIESEL,NORTE,1189,R$/l,3.571,284,3.139,4.670,388,80,3.183,164,2.841,3.890,52
Aug-18,OLEO DIESEL,SUDESTE,6870,R$/l,3.345,156,2.939,4.239,313,47,3.032,115,2.619,3.726,38
Aug-18,OLEO DIESEL,SUL,2415,R$/l,3.222,132,2.889,3.969,322,41,2.900,77,2.740,3.153,27
Aug-18,OLEO DIESEL S10,CENTRO OESTE,1898,R$/l,3.627,158,3.199,4.330,360,44,3.267,106,2.978,3.553,32
Aug-18,OLEO DIESEL S10,NORDESTE,4635,R$/l,3.435,142,3.088,4.239,295,41,3.140,79,2.954,3.544,25
Aug-18,OLEO DIESEL S10,NORTE,1401,R$/l,3.600,294,3.199,4.770,382,82,3.218,195,2.937,3.890,61
Aug-18,OLEO DIESEL S10,SUDESTE,9639,R$/l,3.444,158,2.995,4.406,350,46,3.094,109,2.809,3.838,35
Aug-18,OLEO DIESEL S10,SUL,3560,R$/l,3.316,139,2.930,3.899,341,42,2.975,91,2.775,3.370,31
Sep-18,ETANOL HIDRATADO,CENTRO OESTE,2076,R$/l,2.860,257,2.339,3.699,399,90,2.461,248,2.030,3.091,101
Sep-18,ETANOL HIDRATADO,NORDESTE,3902,R$/l,3.437,213,2.850,4.299,518,62,2.919,184,2.293,3.456,63
Sep-18,ETANOL HIDRATADO,NORTE,685,R$/l,3.667,264,3.290,4.800,490,72,3.177,183,2.580,3.660,58
Sep-18,ETANOL HIDRATADO,SUDESTE,10891,R$/l,2.704,354,1.949,3.999,349,131,2.355,295,1.775,3.488,125
Sep-18,ETANOL HIDRATADO,SUL,2862,R$/l,2.924,492,2.350,4.799,379,168,2.545,407,2.010,4.109,160
Sep-18,GASOLINA COMUM,CENTRO OESTE,2095,R$/l,4.731,220,4.049,5.300,457,47,4.274,150,3.860,4.636,35
Sep-18,GASOLINA COMUM,NORDESTE,4569,R$/l,4.625,232,3.980,5.399,459,50,4.166,151,3.699,4.674,36
Sep-18,GASOLINA COMUM,NORTE,1528,R$/l,4.740,318,3.920,6.290,512,67,4.228,212,3.600,4.700,50
Sep-18,GASOLINA COMUM,SUDESTE,11020,R$/l,4.626,321,3.749,5.799,408,69,4.218,296,3.515,5.000,70
Sep-18,GASOLINA COMUM,SUL,3900,R$/l,4.525,286,3.690,5.349,390,63,4.135,217,3.524,4.695,52
Sep-18,GLP,CENTRO OESTE,1851,R$/13kg,77.810,11.662,59.000,120.000,20.129,150,57.681,7.158,43.450,86.500,124
Sep-18,GLP,NORDESTE,3000,R$/13kg,66.519,5.712,50.000,87.000,15.813,86,50.706,5.441,32.000,67.690,107
Sep-18,GLP,NORTE,1686,R$/13kg,75.650,8.392,60.000,100.000,14.497,111,61.153,5.462,45.610,88.000,89
Sep-18,GLP,SUDESTE,7434,R$/13kg,66.740,6.123,50.000,90.000,17.386,92,49.354,4.919,30.000,73.000,100
Sep-18,GLP,SUL,3518,R$/13kg,68.502,6.405,48.000,88.000,17.948,94,50.554,6.563,32.000,70.000,130
Sep-18,GNV,CENTRO OESTE,16,R$/m3,2.757,102,2.659,2.999,854,37,1.903,85,1.854,2.002,45
Sep-18,GNV,NORDESTE,256,R$/m3,3.043,320,2.580,3.570,889,105,2.154,403,1.515,2.853,187
Sep-18,GNV,NORTE,4,R$/m3,3.155,47,3.090,3.190,672,15,2.483,68,2.435,2.531,27
Sep-18,GNV,SUDESTE,702,R$/m3,2.732,344,1.909,3.899,675,126,2.057,192,1.640,2.759,93
Sep-18,GNV,SUL,176,R$/m3,2.851,279,2.198,3.650,821,98,2.030,251,1.554,2.513,124
Sep-18,OLEO DIESEL,CENTRO OESTE,1298,R$/l,3.777,188,3.199,4.400,365,50,3.412,149,3.000,3.771,44
Sep-18,OLEO DIESEL,NORDESTE,2034,R$/l,3.614,173,3.150,4.180,342,48,3.272,144,2.868,3.655,44
Sep-18,OLEO DIESEL,NORTE,1104,R$/l,3.809,294,3.190,4.950,430,77,3.379,197,2.841,3.894,58
Sep-18,OLEO DIESEL,SUDESTE,5991,R$/l,3.574,179,2.989,4.710,358,50,3.216,153,2.619,4.020,48
Sep-18,OLEO DIESEL,SUL,2138,R$/l,3.468,178,2.889,4.778,400,51,3.068,142,2.740,3.418,46
Sep-18,OLEO DIESEL S10,CENTRO OESTE,1662,R$/l,3.854,176,3.299,4.500,386,46,3.468,159,2.995,3.750,46
Sep-18,OLEO DIESEL S10,NORDESTE,4061,R$/l,3.694,172,3.190,4.490,377,47,3.317,137,3.010,3.770,41
Sep-18,OLEO DIESEL S10,NORTE,1293,R$/l,3.845,312,3.239,5.070,428,81,3.417,215,2.988,4.100,63
Sep-18,OLEO DIESEL S10,SUDESTE,8428,R$/l,3.665,178,3.037,4.799,394,49,3.271,150,2.825,4.110,46
Sep-18,OLEO DIESEL S10,SUL,3212,R$/l,3.557,181,2.990,4.928,413,51,3.144,151,2.255,3.478,48
Oct-18,ETANOL HIDRATADO,CENTRO OESTE,2437,R$/l,3.028,214,2.550,3.700,401,71,2.627,223,2.250,3.204,85
Oct-18,ETANOL HIDRATADO,NORDESTE,4775,R$/l,3.431,207,2.860,4.299,490,60,2.941,162,2.363,3.456,55
Oct-18,ETANOL HIDRATADO,NORTE,783,R$/l,3.730,280,3.290,4.800,451,75,3.279,173,2.800,3.858,53
Oct-18,ETANOL HIDRATADO,SUDESTE,12949,R$/l,2.845,322,2.299,4.199,326,113,2.519,286,1.859,3.640,114
Oct-18,ETANOL HIDRATADO,SUL,3534,R$/l,3.073,461,2.470,4.799,341,150,2.732,420,2.200,4.360,154
Oct-18,GASOLINA COMUM,CENTRO OESTE,2453,R$/l,4.818,223,4.169,5.390,461,46,4.357,183,3.899,4.673,42
Oct-18,GASOLINA COMUM,NORDESTE,5575,R$/l,4.723,192,4.099,5.399,485,41,4.238,123,3.726,4.771,29
Oct-18,GASOLINA COMUM,NORTE,1808,R$/l,4.849,312,4.140,6.290,559,64,4.290,211,3.600,4.914,49
Oct-18,GASOLINA COMUM,SUDESTE,13091,R$/l,4.709,297,3.899,5.799,427,63,4.282,273,3.599,5.022,64
Oct-18,GASOLINA COMUM,SUL,4755,R$/l,4.622,291,3.999,5.399,413,63,4.209,201,3.668,4.773,48
Oct-18,GLP,CENTRO OESTE,2195,R$/13kg,77.563,11.868,55.000,120.000,19.489,153,58.074,7.061,43.800,86.500,122
Oct-18,GLP,NORDESTE,3689,R$/13kg,66.145,5.667,50.000,87.000,14.757,86,51.388,5.365,32.000,69.190,104
Oct-18,GLP,NORTE,2009,R$/13kg,75.683,8.199,62.000,100.000,13.940,108,61.743,5.897,32.400,88.000,96
Oct-18,GLP,SUDESTE,8775,R$/13kg,67.048,6.166,50.000,90.000,17.038,92,50.010,4.970,36.630,75.000,99
Oct-18,GLP,SUL,4372,R$/13kg,68.879,6.233,48.000,88.000,17.963,90,50.916,6.285,32.000,72.000,123
Oct-18,GNV,CENTRO OESTE,21,R$/m3,2.746,92,2.659,2.999,801,34,1.945,139,1.660,2.002,71
Oct-18,GNV,NORDESTE,295,R$/m3,3.068,292,2.590,3.660,863,95,2.205,337,1.515,2.853,153
Oct-18,GNV,NORTE,5,R$/m3,3.142,50,3.090,3.190,677,16,2.465,92,2.400,2.531,37
Oct-18,GNV,SUDESTE,782,R$/m3,2.750,339,1.989,3.899,631,123,2.119,208,1.640,2.848,98
Oct-18,GNV,SUL,207,R$/m3,2.934,188,2.399,3.639,853,64,2.081,216,1.662,2.432,104
Oct-18,OLEO DIESEL,CENTRO OESTE,1571,R$/l,3.890,187,3.479,4.530,365,48,3.525,147,3.170,3.905,42
Oct-18,OLEO DIESEL,NORDESTE,2477,R$/l,3.724,133,3.349,4.407,337,36,3.387,90,3.059,3.673,27
Oct-18,OLEO DIESEL,NORTE,1307,R$/l,3.933,257,3.379,4.950,420,65,3.513,157,2.990,4.073,45
Oct-18,OLEO DIESEL,SUDESTE,7028,R$/l,3.664,151,3.159,4.599,343,41,3.321,125,2.900,4.099,38
Oct-18,OLEO DIESEL,SUL,2591,R$/l,3.568,144,3.059,4.099,366,40,3.202,93,2.879,3.541,29
Oct-18,OLEO DIESEL S10,CENTRO OESTE,1977,R$/l,3.950,176,3.409,4.650,362,45,3.588,144,3.205,3.935,40
Oct-18,OLEO DIESEL S10,NORDESTE,4952,R$/l,3.788,148,3.299,4.518,341,39,3.447,91,3.074,3.749,26
Oct-18,OLEO DIESEL S10,NORTE,1525,R$/l,3.957,295,3.400,5.090,405,75,3.552,195,3.070,4.242,55
Oct-18,OLEO DIESEL S10,SUDESTE,9948,R$/l,3.754,155,3.099,4.699,369,41,3.385,121,2.880,3.966,36
Oct-18,OLEO DIESEL S10,SUL,3845,R$/l,3.660,150,3.199,4.230,381,41,3.279,106,2.890,3.578,32
nov.-18,ETANOL HIDRATADO,CENTRO OESTE,2242,R$/l,2.977,241,2.599,3.749,311,81,2.666,206,2.116,3.267,77
nov.-18,ETANOL HIDRATADO,NORDESTE,4020,R$/l,3.336,233,2.829,4.299,448,70,2.888,159,2.221,3.530,55
nov.-18,ETANOL HIDRATADO,NORTE,766,R$/l,3.748,253,3.199,4.650,387,68,3.361,147,2.899,3.800,44
nov.-18,ETANOL HIDRATADO,SUDESTE,11604,R$/l,2.842,342,2.259,4.290,350,120,2.492,302,1.902,3.673,121
nov.-18,ETANOL HIDRATADO,SUL,2970,R$/l,3.049,495,2.470,4.799,357,162,2.692,474,2.235,4.059,176
nov.-18,GASOLINA COMUM,CENTRO OESTE,2260,R$/l,4.629,235,4.049,5.280,520,51,4.109,197,3.615,4.487,48
nov.-18,GASOLINA COMUM,NORDESTE,4733,R$/l,4.605,200,3.999,5.399,592,43,4.013,151,3.616,4.498,38
nov.-18,GASOLINA COMUM,NORTE,1639,R$/l,4.740,347,3.780,6.290,654,73,4.086,217,3.600,4.802,53
nov.-18,GASOLINA COMUM,SUDESTE,11746,R$/l,4.590,321,3.749,5.799,546,70,4.044,309,3.350,4.877,76
nov.-18,GASOLINA COMUM,SUL,4031,R$/l,4.494,288,3.799,5.490,486,64,4.008,227,3.529,4.664,57
nov.-18,GLP,CENTRO OESTE,1957,R$/13kg,77.948,12.136,54.000,120.000,19.036,156,58.912,7.577,44.590,86.500,129
nov.-18,GLP,NORDESTE,3075,R$/13kg,66.706,6.101,50.000,90.000,15.190,91,51.516,5.476,32.000,75.190,106
nov.-18,GLP,NORTE,1786,R$/13kg,76.154,8.330,62.000,100.000,14.124,109,62.030,6.190,32.400,76.620,100
nov.-18,GLP,SUDESTE,7962,R$/13kg,67.407,6.067,50.000,93.000,16.991,90,50.416,4.898,36.630,75.000,97
nov.-18,GLP,SUL,3536,R$/13kg,69.335,6.217,48.000,88.000,18.415,90,50.920,6.214,32.000,72.000,122
nov.-18,GNV,CENTRO OESTE,12,R$/m3,2.740,87,2.679,2.990,867,32,1.873,176,1.660,2.003,94
nov.-18,GNV,NORDESTE,245,R$/m3,3.136,338,2.599,3.790,834,108,2.302,386,1.515,3.001,168
nov.-18,GNV,NORTE,5,R$/m3,3.142,50,3.090,3.190,637,16,2.505,0,2.505,2.505,0
nov.-18,GNV,SUDESTE,796,R$/m3,2.930,418,1.949,4.100,833,143,2.097,212,1.640,2.855,101
nov.-18,GNV,SUL,166,R$/m3,3.007,212,2.599,3.789,834,71,2.173,241,1.644,2.432,111
nov.-18,OLEO DIESEL,CENTRO OESTE,1407,R$/l,3.842,212,3.430,4.530,408,55,3.434,162,3.072,3.774,47
nov.-18,OLEO DIESEL,NORDESTE,2063,R$/l,3.686,148,3.310,4.229,376,40,3.310,129,3.055,3.667,39
nov.-18,OLEO DIESEL,NORTE,1174,R$/l,3.902,279,3.419,4.950,437,72,3.465,183,3.140,4.073,53
nov.-18,OLEO DIESEL,SUDESTE,6212,R$/l,3.617,160,3.179,4.449,384,44,3.233,132,2.867,3.655,41
nov.-18,OLEO DIESEL,SUL,2147,R$/l,3.518,147,3.080,4.099,393,42,3.125,121,2.881,3.461,39
nov.-18,OLEO DIESEL S10,CENTRO OESTE,1749,R$/l,3.908,195,3.540,4.660,414,50,3.494,160,3.112,3.891,46
nov.-18,OLEO DIESEL S10,NORDESTE,4193,R$/l,3.755,151,3.389,4.490,377,40,3.378,139,3.087,3.782,41
nov.-18,OLEO DIESEL S10,NORTE,1390,R$/l,3.915,304,3.409,5.090,425,78,3.490,205,3.070,4.242,59
nov.-18,OLEO DIESEL S10,SUDESTE,9033,R$/l,3.720,162,3.099,4.469,414,44,3.306,136,2.976,3.952,41
nov.-18,OLEO DIESEL S10,SUL,3231,R$/l,3.617,162,3.140,4.259,414,45,3.203,133,2.914,3.611,42
Dec-18,ETANOL HIDRATADO,CENTRO OESTE,2083,R$/l,2.975,265,2.377,3.699,358,89,2.617,238,2.150,3.198,91
Dec-18,ETANOL HIDRATADO,NORDESTE,3965,R$/l,3.271,245,2.720,4.299,455,75,2.816,170,2.230,3.410,60
Dec-18,ETANOL HIDRATADO,NORTE,712,R$/l,3.698,267,3.270,4.650,429,72,3.269,176,2.867,3.800,54
Dec-18,ETANOL HIDRATADO,SUDESTE,10916,R$/l,2.734,350,2.149,4.120,329,128,2.405,288,1.910,3.573,120
Dec-18,ETANOL HIDRATADO,SUL,2852,R$/l,2.966,499,2.520,4.980,334,168,2.632,426,2.312,3.944,162
Dec-18,GASOLINA COMUM,CENTRO OESTE,2090,R$/l,4.401,220,3.890,5.080,508,50,3.893,134,3.558,4.189,34
Dec-18,GASOLINA COMUM,NORDESTE,4608,R$/l,4.394,238,3.810,5.200,540,54,3.854,133,3.461,4.386,35
Dec-18,GASOLINA COMUM,NORTE,1542,R$/l,4.408,389,3.700,6.290,542,88,3.866,190,3.400,4.430,49
Dec-18,GASOLINA COMUM,SUDESTE,11052,R$/l,4.377,334,3.669,5.690,511,76,3.866,297,3.340,4.713,77
Dec-18,GASOLINA COMUM,SUL,3929,R$/l,4.271,272,3.749,5.189,453,64,3.818,177,3.450,4.429,46
Dec-18,GLP,CENTRO OESTE,1844,R$/13kg,78.225,12.378,54.000,120.000,18.565,158,59.660,7.782,46.060,86.500,130
Dec-18,GLP,NORDESTE,3005,R$/13kg,67.018,6.052,50.000,90.000,16.006,90,51.012,5.343,32.000,75.190,105
Dec-18,GLP,NORTE,1707,R$/13kg,76.485,8.292,62.000,100.000,13.112,108,63.373,6.323,32.400,76.620,100
Dec-18,GLP,SUDESTE,7447,R$/13kg,67.891,6.059,50.000,92.000,16.978,89,50.913,4.811,35.770,75.000,94
Dec-18,GLP,SUL,3519,R$/13kg,69.664,5.978,50.000,90.000,18.158,86,51.506,6.211,39.500,74.000,121
Dec-18,GNV,CENTRO OESTE,12,R$/m3,2.776,124,2.679,3.000,818,45,1.958,120,1.660,2.003,61
Dec-18,GNV,NORDESTE,257,R$/m3,3.170,327,2.699,3.820,769,103,2.401,396,1.680,3.083,165
Dec-18,GNV,NORTE,3,R$/m3,3.410,299,3.190,3.750,931,88,2.479,0,2.479,2.479,0
Dec-18,GNV,SUDESTE,705,R$/m3,2.974,427,1.949,3.999,787,144,2.187,235,1.640,2.883,107
Dec-18,GNV,SUL,161,R$/m3,3.081,268,2.299,3.789,841,87,2.240,187,1.870,2.388,83
Dec-18,OLEO DIESEL,CENTRO OESTE,1300,R$/l,3.693,255,3.099,4.530,495,69,3.198,192,2.650,3.747,60
Dec-18,OLEO DIESEL,NORDESTE,1999,R$/l,3.566,194,3.120,4.180,406,54,3.160,170,2.872,3.590,54
Dec-18,OLEO DIESEL,NORTE,1084,R$/l,3.789,314,3.150,4.950,530,83,3.259,207,2.930,4.050,64
Dec-18,OLEO DIESEL,SUDESTE,5885,R$/l,3.432,204,2.870,4.139,443,59,2.989,173,2.532,3.533,58
Dec-18,OLEO DIESEL,SUL,2129,R$/l,3.344,185,2.920,3.990,426,55,2.918,155,2.608,3.360,53
Dec-18,OLEO DIESEL S10,CENTRO OESTE,1672,R$/l,3.772,241,3.199,4.650,478,64,3.294,166,2.860,3.684,50
Dec-18,OLEO DIESEL S10,NORDESTE,4044,R$/l,3.640,198,3.160,4.360,436,54,3.204,189,2.769,3.645,59
Dec-18,OLEO DIESEL S10,NORTE,1285,R$/l,3.810,338,3.150,5.070,519,89,3.291,229,2.855,4.180,70
Dec-18,OLEO DIESEL S10,SUDESTE,8450,R$/l,3.561,208,2.979,4.309,488,58,3.073,173,2.440,3.777,56
Dec-18,OLEO DIESEL S10,SUL,3157,R$/l,3.453,199,2.990,4.299,447,58,3.006,163,2.645,3.617,54
jan.-19,ETANOL HIDRATADO,CENTRO OESTE,2610,R$/l,2.902,275,2.355,3.839,364,95,2.538,258,2.030,3.283,102
jan.-19,ETANOL HIDRATADO,NORDESTE,4992,R$/l,3.276,228,2.720,4.299,405,70,2.871,164,2.315,3.399,57
jan.-19,ETANOL HIDRATADO,NORTE,925,R$/l,3.646,298,3.190,4.800,381,82,3.265,164,2.890,3.879,50
jan.-19,ETANOL HIDRATADO,SUDESTE,13683,R$/l,2.728,400,2.179,4.499,326,147,2.402,358,1.907,3.911,149
jan.-19,ETANOL HIDRATADO,SUL,3581,R$/l,2.936,502,2.490,4.949,324,171,2.612,405,2.192,3.922,155
jan.-19,GASOLINA COMUM,CENTRO OESTE,2606,R$/l,4.278,236,3.789,4.999,502,55,3.776,127,3.465,4.129,34
jan.-19,GASOLINA COMUM,NORDESTE,5793,R$/l,4.288,246,3.790,5.189,512,57,3.776,115,3.448,4.377,30
jan.-19,GASOLINA COMUM,NORTE,1949,R$/l,4.269,406,3.390,6.290,547,95,3.722,249,3.153,4.383,67
jan.-19,GASOLINA COMUM,SUDESTE,13805,R$/l,4.298,347,3.475,5.599,516,81,3.782,308,3.000,4.885,81
jan.-19,GASOLINA COMUM,SUL,4903,R$/l,4.176,253,3.659,4.999,436,61,3.740,160,3.350,4.221,43
jan.-19,GLP,CENTRO OESTE,2303,R$/13kg,77.923,12.372,50.000,120.000,18.422,159,59.501,7.208,43.000,88.000,121
jan.-19,GLP,NORDESTE,3753,R$/13kg,67.037,6.036,50.000,85.000,15.901,90,51.136,5.097,32.000,69.190,100
jan.-19,GLP,NORTE,2134,R$/13kg,76.724,7.979,60.000,100.000,14.678,104,62.046,6.361,45.410,76.620,103
jan.-19,GLP,SUDESTE,9307,R$/13kg,67.671,6.044,49.900,93.000,17.322,89,50.349,4.830,38.000,75.000,96
jan.-19,GLP,SUL,4398,R$/13kg,69.661,5.872,47.990,89.000,18.592,84,51.069,5.837,35.910,69.000,114
jan.-19,GNV,CENTRO OESTE,18,R$/m3,2.933,182,2.679,3.299,725,62,2.208,345,1.660,2.866,156
jan.-19,GNV,NORDESTE,316,R$/m3,3.195,322,2.690,3.740,805,101,2.390,410,1.645,3.072,172
jan.-19,GNV,NORTE,2,R$/m3,3.170,28,3.150,3.190,665,9,2.505,36,2.480,2.531,14
jan.-19,GNV,SUDESTE,875,R$/m3,3.004,424,1.995,3.999,685,141,2.319,220,1.640,2.876,95
jan.-19,GNV,SUL,212,R$/m3,3.133,247,2.790,3.809,866,79,2.267,203,1.839,2.454,90
jan.-19,OLEO DIESEL,CENTRO OESTE,1647,R$/l,3.630,236,3.017,4.199,454,65,3.176,148,2.810,3.541,47
jan.-19,OLEO DIESEL,NORDESTE,2494,R$/l,3.491,187,3.110,4.400,401,54,3.090,130,2.690,3.520,42
jan.-19,OLEO DIESEL,NORTE,1364,R$/l,3.730,333,3.099,4.950,516,89,3.214,227,2.840,4.071,71
jan.-19,OLEO DIESEL,SUDESTE,7386,R$/l,3.375,187,2.870,4.219,390,55,2.985,146,2.568,3.578,49
jan.-19,OLEO DIESEL,SUL,2661,R$/l,3.278,171,2.899,4.489,404,52,2.874,108,2.610,3.239,38
jan.-19,OLEO DIESEL S10,CENTRO OESTE,2060,R$/l,3.710,221,3.199,4.499,462,60,3.248,144,2.870,3.676,44
jan.-19,OLEO DIESEL S10,NORDESTE,5127,R$/l,3.569,183,3.140,4.410,427,51,3.142,138,2.890,3.547,44
jan.-19,OLEO DIESEL S10,NORTE,1633,R$/l,3.757,349,3.129,5.070,491,93,3.266,242,2.860,4.256,74
jan.-19,OLEO DIESEL S10,SUDESTE,10619,R$/l,3.507,193,2.979,4.319,451,55,3.056,148,2.567,3.564,48
jan.-19,OLEO DIESEL S10,SUL,3996,R$/l,3.386,190,2.980,4.589,442,56,2.944,124,2.645,3.465,42
Feb-19,ETANOL HIDRATADO,CENTRO OESTE,2094,R$/l,2.806,304,2.269,3.699,403,108,2.403,274,2.040,3.147,114
Feb-19,ETANOL HIDRATADO,NORDESTE,3992,R$/l,3.265,236,2.749,4.299,389,72,2.876,164,1.726,3.587,57
Feb-19,ETANOL HIDRATADO,NORTE,754,R$/l,3.569,326,3.050,4.650,424,91,3.145,205,2.396,3.800,65
Feb-19,ETANOL HIDRATADO,SUDESTE,10938,R$/l,2.710,418,2.129,4.529,342,154,2.368,378,1.909,3.723,160
Feb-19,ETANOL HIDRATADO,SUL,2881,R$/l,2.918,492,2.420,4.949,335,169,2.583,426,2.192,4.188,165
Feb-19,GASOLINA COMUM,CENTRO OESTE,2087,R$/l,4.205,235,3.549,4.899,475,56,3.730,132,3.435,4.370,35
Feb-19,GASOLINA COMUM,NORDESTE,4644,R$/l,4.219,262,3.629,5.189,477,62,3.742,109,3.281,4.299,29
